LoanID,UserID,LoanScheme,LoanAmount,InterestRate,TenureYears
3585,1770,Car Loan,974710,10.85,6
3586,1770,Education Loan,1924828,5.2,16
3587,1770,Business Loan,771061,13.86,3
3588,1771,Home Loan,332996,11.24,22
3589,1772,Personal Loan,1708779,14.6,7
3590,1773,Car Loan,1541931,12.93,26
3591,1773,Personal Loan,793884,11.03,26
3592,1774,Business Loan,1918662,10.9,6
3593,1775,Home Loan,1126725,7.8,17
3594,1775,Personal Loan,1076784,8.19,6
3595,1776,Home Loan,1519086,8.07,15
3596,1776,Education Loan,757826,5.4,24
3597,1776,Education Loan,1432884,5.8,18
3598,1777,Business Loan,72393,12.35,1
3599,1778,Home Loan,1946947,9.7,13
3600,1778,Personal Loan,1508125,11.72,23
3601,1779,Car Loan,1734319,10.13,26
3602,1779,Education Loan,903949,12.07,5
3603,1780,Car Loan,1208430,6.93,10
3604,1780,Car Loan,224705,14.13,30
3605,1780,Personal Loan,1739203,11.66,11
3606,1781,Personal Loan,1750276,6.29,25
3607,1782,Personal Loan,421420,8.73,5
3608,1783,Personal Loan,1861290,5.75,24
3609,1784,Car Loan,1874856,14.09,3
3610,1784,Home Loan,1272125,11.26,28
3611,1784,Education Loan,1373309,13.73,26
3612,1785,Business Loan,305807,5.56,5
3613,1786,Personal Loan,439178,5.92,3
3614,1786,Personal Loan,958002,12.92,8
3615,1786,Home Loan,154854,12.17,13
3616,1787,Business Loan,453992,9.76,7
3617,1787,Education Loan,1319737,12.06,16
3618,1787,Car Loan,1584202,11.76,28
3619,1788,Home Loan,1114481,5.06,6
3620,1788,Home Loan,602099,6.44,18
3621,1789,Personal Loan,1524021,12.62,7
3622,1790,Home Loan,390626,8.95,27
3623,1790,Business Loan,672265,11.02,17
3624,1791,Home Loan,944484,7.51,12
3625,1791,Home Loan,1162645,5.07,29
3626,1792,Car Loan,1631875,6.61,2
3627,1792,Personal Loan,1085831,8.44,24
3628,1793,Education Loan,217670,11.74,29
3629,1793,Education Loan,75163,14.77,22
3630,1793,Personal Loan,717729,10.88,30
3631,1794,Business Loan,1472279,14.59,19
3632,1794,Car Loan,1574941,13.4,15
3633,1794,Car Loan,1606490,13.11,12
3634,1795,Education Loan,707404,10.46,24
3635,1795,Home Loan,528384,10.87,2
3636,1796,Education Loan,1025059,13.8,11
3637,1796,Education Loan,1022289,13.69,15
3638,1797,Home Loan,1597402,12.51,14
3639,1798,Car Loan,849974,14.9,21
3640,1799,Car Loan,79255,9.34,27
3641,1799,Home Loan,366751,10.93,6
3642,1800,Personal Loan,870598,9.72,9
3643,1801,Personal Loan,1092960,8.92,10
3644,1802,Home Loan,448345,9.87,24
3645,1802,Education Loan,957765,9.35,28
3646,1803,Personal Loan,791069,14.61,3
3647,1803,Car Loan,1530639,9.77,10
3648,1804,Business Loan,1086478,13.04,14
3649,1805,Car Loan,1374369,6.59,21
3650,1806,Business Loan,949672,11.12,20
3651,1806,Home Loan,1160728,7.82,24
3652,1806,Car Loan,1742662,11.89,5
3653,1807,Education Loan,182382,5.18,12
3654,1807,Education Loan,566129,7.09,11
3655,1807,Home Loan,1958714,13.72,11
3656,1808,Car Loan,1213910,8.41,26
3657,1808,Car Loan,1514503,6.94,5
3658,1809,Business Loan,1961304,7.29,19
3659,1809,Business Loan,547062,13.13,8
3660,1809,Education Loan,1231321,9.7,1
3661,1810,Personal Loan,855606,12.5,20
3662,1810,Car Loan,220514,10.29,15
3663,1810,Business Loan,1938339,13.91,24
3664,1811,Education Loan,867001,12.77,26
3665,1812,Home Loan,812907,13.48,2
3666,1812,Education Loan,567127,7.23,1
3667,1812,Car Loan,796940,13.25,16
3668,1813,Car Loan,721163,9.85,11
3669,1814,Home Loan,1778339,13.11,7
3670,1814,Business Loan,1318947,6.2,24
3671,1814,Personal Loan,1592444,13.85,17
3672,1815,Home Loan,1708237,8.76,23
3673,1815,Personal Loan,675322,7.61,5
3674,1816,Personal Loan,1416577,11.44,14
3675,1817,Education Loan,1676964,14.1,5
3676,1817,Education Loan,1362586,8.82,6
3677,1818,Car Loan,275957,14.37,15
3678,1818,Car Loan,464776,12.06,15
3679,1819,Business Loan,319558,8.23,1
3680,1820,Car Loan,1208834,9.77,5
3681,1821,Education Loan,1203700,5.25,14
3682,1821,Car Loan,879502,6.78,20
3683,1821,Personal Loan,1399771,7.83,19
3684,1822,Business Loan,167145,12.23,23
3685,1823,Personal Loan,1993952,5.68,5
3686,1823,Personal Loan,1146350,6.63,23
3687,1824,Car Loan,798853,8.38,14
3688,1825,Education Loan,890034,10.45,17
3689,1826,Education Loan,1506653,6.55,27
3690,1826,Personal Loan,1757845,7.07,6
3691,1826,Personal Loan,1649632,14.11,9
3692,1827,Personal Loan,1402156,11.84,1
3693,1828,Home Loan,1053892,5.42,8
3694,1828,Home Loan,370089,14.54,5
3695,1828,Business Loan,719954,8.23,25
3696,1829,Education Loan,90382,10.1,10
3697,1829,Education Loan,99310,11.7,23
3698,1829,Education Loan,1203498,5.68,7
3699,1830,Home Loan,531308,10.83,1
3700,1831,Personal Loan,1269668,13.82,17
3701,1831,Home Loan,882949,7.13,18
3702,1831,Personal Loan,1969314,11.28,20
3703,1832,Business Loan,834965,10.11,6
3704,1832,Home Loan,1631612,11.08,11
3705,1833,Car Loan,873409,6.19,10
3706,1833,Education Loan,110434,9.46,21
3707,1834,Education Loan,479056,6.85,2
3708,1834,Education Loan,1737443,6.07,30
3709,1834,Home Loan,469729,12.6,24
3710,1835,Home Loan,1909444,10.93,10
3711,1835,Car Loan,1022616,5.54,21
3712,1836,Car Loan,504675,10.11,10
3713,1836,Personal Loan,503873,13.3,28
3714,1836,Car Loan,482752,10.0,24
3715,1837,Car Loan,1010253,14.84,20
3716,1837,Home Loan,1981097,9.92,18
3717,1837,Business Loan,648406,12.95,22
3718,1838,Business Loan,274943,13.84,28
3719,1839,Personal Loan,1847607,5.11,9
3720,1839,Personal Loan,686373,9.45,24
3721,1839,Business Loan,384468,5.97,12
3722,1840,Home Loan,937442,12.42,12
3723,1840,Personal Loan,637157,9.17,1
3724,1840,Car Loan,1665737,5.35,4
3725,1841,Car Loan,1008246,14.3,29
3726,1842,Personal Loan,1896103,14.31,16
3727,1843,Personal Loan,230554,12.25,15
3728,1844,Business Loan,622804,7.7,23
3729,1844,Business Loan,1056056,5.63,23
3730,1844,Home Loan,501885,5.65,22
3731,1845,Personal Loan,1093172,9.32,15
3732,1846,Personal Loan,1259554,13.97,22
3733,1847,Car Loan,1557581,9.79,26
3734,1847,Car Loan,101197,11.71,28
3735,1848,Education Loan,1749435,5.02,21
3736,1849,Education Loan,1222191,14.52,16
3737,1849,Home Loan,1550657,13.48,2
3738,1849,Car Loan,813436,5.88,12
3739,1850,Business Loan,393712,8.73,29
3740,1850,Car Loan,1572948,10.51,5
3741,1851,Car Loan,903544,6.74,13
3742,1851,Car Loan,1030385,14.84,25
3743,1851,Car Loan,359609,13.14,25
3744,1852,Business Loan,905272,8.6,14
3745,1852,Personal Loan,1312804,7.53,5
3746,1852,Car Loan,1989276,8.59,15
3747,1853,Home Loan,1915921,5.43,17
3748,1853,Home Loan,1305758,8.42,21
3749,1853,Home Loan,1834881,12.99,5
3750,1854,Education Loan,221428,13.23,29
3751,1854,Personal Loan,1101477,10.44,17
3752,1854,Personal Loan,1256836,5.04,30
3753,1855,Home Loan,1601286,7.27,23
3754,1855,Car Loan,1075884,6.17,24
3755,1855,Car Loan,1200184,14.37,17
3756,1856,Home Loan,1260097,8.51,14
3757,1856,Personal Loan,523567,11.4,15
3758,1857,Home Loan,1551984,5.01,26
3759,1857,Business Loan,1727585,6.08,5
3760,1857,Personal Loan,1507389,14.5,8
3761,1858,Home Loan,1186586,11.38,27
3762,1858,Home Loan,99294,5.16,10
3763,1859,Home Loan,1785721,12.76,3
3764,1860,Education Loan,299462,9.22,12
3765,1860,Education Loan,72163,11.98,10
3766,1861,Car Loan,487147,8.04,20
3767,1861,Business Loan,1978448,9.78,20
3768,1862,Education Loan,116098,10.0,12
3769,1863,Education Loan,1856014,12.98,25
3770,1863,Business Loan,1664361,5.98,23
3771,1864,Car Loan,1486230,9.9,1
3772,1864,Education Loan,131100,14.63,25
3773,1864,Personal Loan,1045878,7.52,3
3774,1865,Personal Loan,1003546,8.8,11
3775,1866,Education Loan,122020,8.23,18
3776,1866,Education Loan,504149,11.14,4
3777,1866,Personal Loan,1484082,6.28,28
3778,1867,Business Loan,982037,5.69,6
3779,1868,Business Loan,864068,13.01,18
3780,1868,Personal Loan,581007,10.86,23
3781,1869,Home Loan,1942180,9.52,28
3782,1869,Home Loan,133501,7.9,11
3783,1870,Home Loan,1806101,5.77,16
3784,1871,Personal Loan,862234,12.76,26
3785,1872,Education Loan,142011,8.02,8
3786,1873,Business Loan,1823222,9.93,23
3787,1873,Education Loan,1745376,12.01,30
3788,1873,Personal Loan,262940,6.64,5
3789,1874,Business Loan,99656,9.38,12
3790,1874,Education Loan,93070,12.08,29
3791,1874,Car Loan,1381339,10.43,14
3792,1875,Car Loan,964968,10.57,14
3793,1876,Personal Loan,601080,13.78,22
3794,1877,Education Loan,1113494,14.19,30
3795,1877,Home Loan,303778,5.24,3
3796,1878,Home Loan,985543,11.6,18
3797,1879,Car Loan,1052186,5.67,26
3798,1879,Home Loan,1270795,9.13,18
3799,1879,Personal Loan,537059,7.02,10
3800,1880,Education Loan,73474,8.72,17
3801,1880,Personal Loan,286459,10.25,9
3802,1880,Business Loan,1162579,5.09,29
3803,1881,Home Loan,1854778,9.8,7
3804,1881,Home Loan,1442585,9.75,16
3805,1882,Home Loan,863396,10.53,21
3806,1883,Home Loan,1448973,6.27,17
3807,1884,Education Loan,1126645,14.9,3
3808,1885,Home Loan,1364790,12.53,27
3809,1886,Home Loan,1786390,7.62,2
3810,1886,Education Loan,139986,13.71,25
3811,1887,Home Loan,1458564,12.26,12
3812,1888,Business Loan,1804000,13.67,24
3813,1888,Home Loan,1055302,11.15,26
3814,1889,Home Loan,556127,10.99,10
3815,1889,Education Loan,1671306,5.75,20
3816,1890,Personal Loan,1227942,5.85,29
3817,1890,Home Loan,1670926,11.41,12
3818,1891,Car Loan,1024141,11.5,30
3819,1891,Car Loan,686479,13.36,20
3820,1892,Education Loan,1122567,9.88,25
3821,1892,Business Loan,1508044,10.6,22
3822,1893,Business Loan,337870,9.69,3
3823,1893,Education Loan,768085,10.33,20
3824,1893,Personal Loan,577628,11.29,30
3825,1894,Business Loan,1126925,7.28,30
3826,1894,Car Loan,1952573,7.39,7
3827,1895,Home Loan,1781692,8.35,22
3828,1895,Education Loan,634103,7.64,14
3829,1896,Home Loan,1661271,11.13,26
3830,1896,Home Loan,1732428,12.7,10
3831,1896,Home Loan,1490960,11.86,23
3832,1897,Car Loan,478793,12.98,19
3833,1897,Business Loan,413678,6.17,24
3834,1897,Car Loan,1389231,7.47,20
3835,1898,Home Loan,1910746,11.47,16
3836,1898,Car Loan,565131,8.92,23
3837,1899,Education Loan,1177027,8.41,9
3838,1899,Business Loan,201100,7.53,13
3839,1899,Business Loan,874350,5.03,7
3840,1900,Education Loan,1204784,10.84,9
3841,1900,Business Loan,1240036,9.2,9
3842,1901,Education Loan,1298375,6.08,14
3843,1901,Education Loan,706706,6.19,6
3844,1902,Personal Loan,136055,13.47,9
3845,1902,Personal Loan,1200268,10.35,5
3846,1903,Education Loan,479691,5.4,22
3847,1903,Business Loan,175577,5.1,11
3848,1903,Business Loan,1559051,7.77,14
3849,1904,Home Loan,1346694,11.04,25
3850,1905,Car Loan,1813218,7.36,1
3851,1905,Business Loan,1274988,8.17,8
3852,1905,Home Loan,1739696,14.66,13
3853,1906,Business Loan,86575,14.54,3
3854,1906,Business Loan,1602849,11.14,9
3855,1906,Education Loan,311228,5.96,28
3856,1907,Home Loan,1013655,11.1,29
3857,1908,Car Loan,275206,5.03,22
3858,1909,Business Loan,1855428,11.0,13
3859,1909,Education Loan,497506,7.32,28
3860,1910,Education Loan,978047,6.5,29
3861,1910,Education Loan,1833808,11.15,13
3862,1911,Car Loan,480186,13.82,16
3863,1911,Education Loan,1705885,13.75,11
3864,1911,Car Loan,93444,9.99,20
3865,1912,Business Loan,480900,8.73,23
3866,1912,Personal Loan,1310290,13.37,22
3867,1913,Education Loan,484385,7.18,12
3868,1914,Home Loan,1549324,7.91,8
3869,1914,Education Loan,1309204,13.78,1
3870,1915,Home Loan,1403663,11.98,15
3871,1915,Personal Loan,865519,10.72,12
3872,1915,Education Loan,92979,9.91,24
3873,1916,Personal Loan,967215,7.55,8
3874,1916,Car Loan,818804,14.12,9
3875,1917,Home Loan,509563,13.54,21
3876,1918,Business Loan,1748991,6.96,2
3877,1918,Education Loan,814562,5.48,8
3878,1918,Personal Loan,1532905,14.16,3
3879,1919,Business Loan,154994,7.5,17
3880,1919,Car Loan,1000221,6.49,5
3881,1919,Education Loan,634085,13.71,6
3882,1920,Car Loan,399445,10.21,8
3883,1920,Personal Loan,1352215,5.52,21
3884,1921,Car Loan,1199110,9.7,14
3885,1922,Personal Loan,1743929,14.61,20
3886,1923,Personal Loan,1670755,6.02,27
3887,1924,Personal Loan,1683805,9.63,25
3888,1924,Car Loan,1566678,6.79,18
3889,1924,Home Loan,565158,12.87,11
3890,1925,Business Loan,1755625,5.21,17
3891,1925,Personal Loan,875870,6.35,2
3892,1926,Home Loan,557354,13.62,27
3893,1927,Car Loan,1019734,7.46,6
3894,1927,Personal Loan,1546170,7.48,21
3895,1927,Business Loan,1632329,5.42,13
3896,1928,Car Loan,1016310,10.29,16
3897,1929,Business Loan,1185542,12.26,29
3898,1929,Business Loan,1028573,14.62,17
3899,1930,Business Loan,1556501,13.38,13
3900,1930,Car Loan,1147797,14.37,6
3901,1930,Business Loan,1849202,10.0,26
3902,1931,Personal Loan,1307868,14.95,27
3903,1932,Business Loan,1946171,9.12,13
3904,1933,Personal Loan,709649,9.87,25
3905,1933,Personal Loan,502083,9.36,21
3906,1934,Business Loan,1707849,12.59,5
3907,1934,Car Loan,881228,7.44,1
3908,1935,Car Loan,1070842,8.99,23
3909,1935,Education Loan,829232,13.82,15
3910,1936,Personal Loan,564569,14.48,29
3911,1936,Personal Loan,669536,8.74,12
3912,1937,Education Loan,213836,10.98,12
3913,1937,Business Loan,1206803,9.77,30
3914,1938,Car Loan,745106,6.93,30
3915,1939,Personal Loan,262447,6.46,23
3916,1940,Personal Loan,101765,10.1,21
3917,1940,Business Loan,828602,5.24,13
3918,1941,Education Loan,777556,11.22,10
3919,1941,Car Loan,156779,13.01,19
3920,1941,Personal Loan,1902903,9.38,16
3921,1942,Personal Loan,1447374,12.79,24
3922,1942,Business Loan,1111049,5.67,5
3923,1942,Education Loan,742379,11.61,15
3924,1943,Car Loan,351888,6.42,30
3925,1943,Home Loan,245432,11.17,9
3926,1943,Education Loan,511871,5.42,10
3927,1944,Home Loan,927397,10.69,14
3928,1945,Business Loan,1241574,7.55,30
3929,1945,Home Loan,51189,14.91,6
3930,1946,Education Loan,1700484,5.66,15
3931,1946,Home Loan,1989491,11.73,4
3932,1947,Education Loan,1752236,13.99,20
3933,1947,Car Loan,1833824,9.69,9
3934,1947,Business Loan,1221403,10.48,29
3935,1948,Car Loan,1154589,6.56,22
3936,1948,Business Loan,1140620,11.83,26
3937,1949,Home Loan,1759035,5.22,16
3938,1950,Business Loan,680338,9.99,24
3939,1950,Education Loan,157555,14.52,10
3940,1951,Home Loan,1213948,7.24,26
3941,1952,Education Loan,1948288,6.53,4
3942,1953,Business Loan,811251,9.13,13
3943,1953,Education Loan,1238189,8.31,3
3944,1953,Home Loan,390672,11.23,30
3945,1954,Car Loan,1992223,13.89,14
3946,1955,Home Loan,918688,9.73,1
3947,1955,Car Loan,826743,6.18,8
3948,1956,Education Loan,1284012,7.14,14
3949,1956,Home Loan,650766,7.43,26
3950,1957,Home Loan,1304059,8.27,13
3951,1957,Personal Loan,261098,5.82,26
3952,1958,Home Loan,1183238,9.29,29
3953,1959,Home Loan,157705,5.02,6
3954,1959,Personal Loan,329934,7.91,27
3955,1959,Car Loan,1473420,11.86,27
3956,1960,Business Loan,233543,5.4,29
3957,1960,Car Loan,742357,6.0,19
3958,1961,Business Loan,50446,13.21,7
3959,1962,Education Loan,275524,7.67,10
3960,1962,Business Loan,1805001,10.26,27
3961,1963,Home Loan,186194,9.62,28
3962,1963,Car Loan,380079,11.43,23
3963,1964,Education Loan,1321888,7.24,10
3964,1965,Car Loan,1444624,6.63,16
3965,1965,Education Loan,802357,14.52,10
3966,1966,Education Loan,926545,13.07,8
3967,1966,Car Loan,1447238,8.27,8
3968,1966,Education Loan,361890,12.03,2
3969,1967,Business Loan,1885305,6.18,4
3970,1968,Home Loan,1565757,5.73,25
3971,1969,Car Loan,1264817,7.39,16
3972,1969,Education Loan,909581,6.23,21
3973,1969,Business Loan,1579621,10.88,30
3974,1970,Education Loan,1426112,5.34,6
3975,1971,Car Loan,188528,5.49,27
3976,1972,Home Loan,1753975,9.98,22
3977,1972,Education Loan,1693589,12.09,11
3978,1973,Car Loan,1612968,14.67,14
3979,1974,Business Loan,1870608,12.0,1
3980,1974,Home Loan,575547,9.16,16
3981,1975,Personal Loan,1904341,6.4,17
3982,1976,Car Loan,1952760,7.02,6
3983,1976,Education Loan,130633,12.71,21
3984,1977,Car Loan,1728159,11.15,11
3985,1977,Personal Loan,269356,9.83,27
3986,1977,Business Loan,473023,7.11,11
3987,1978,Business Loan,623457,10.31,29
3988,1978,Business Loan,1288342,11.12,20
3989,1978,Home Loan,962130,12.7,24
3990,1979,Business Loan,1197400,7.9,25
3991,1979,Education Loan,143351,7.84,1
3992,1980,Personal Loan,1045135,13.3,14
3993,1980,Education Loan,1967017,13.84,19
3994,1980,Home Loan,1985859,8.15,19
3995,1981,Car Loan,679738,13.92,28
3996,1981,Personal Loan,1762820,7.29,29
3997,1982,Education Loan,606512,5.04,8
3998,1982,Personal Loan,515150,14.52,15
3999,1983,Personal Loan,951797,5.48,3
4000,1983,Car Loan,1172516,13.14,18
4001,1984,Business Loan,1871472,14.53,26
4002,1985,Business Loan,1441070,5.51,19
4003,1985,Home Loan,1170067,11.61,10
4004,1986,Education Loan,1225987,12.26,6
4005,1987,Home Loan,79803,11.85,3
4006,1987,Car Loan,1406528,7.46,16
4007,1987,Personal Loan,258582,6.3,24
4008,1988,Home Loan,1428787,7.92,9
4009,1988,Education Loan,389448,14.06,7
4010,1989,Car Loan,254691,12.65,10
4011,1990,Business Loan,1390127,5.69,5
4012,1990,Personal Loan,1838934,14.37,8
4013,1990,Personal Loan,1682978,12.7,25
4014,1991,Personal Loan,1654112,9.51,4
4015,1992,Education Loan,1121182,6.22,22
4016,1992,Business Loan,633638,12.85,12
4017,1992,Personal Loan,790798,6.76,26
4018,1993,Car Loan,1571096,5.18,30
4019,1993,Business Loan,1736897,14.69,25
4020,1993,Personal Loan,183028,6.62,11
4021,1994,Business Loan,457204,9.79,30
4022,1994,Car Loan,112472,8.4,13
4023,1994,Education Loan,267200,13.07,25
4024,1995,Home Loan,448760,11.21,16
4025,1996,Personal Loan,1611646,7.27,22
4026,1996,Education Loan,1219073,12.71,13
4027,1996,Car Loan,1397477,8.69,29
4028,1997,Education Loan,444433,5.04,12
4029,1998,Car Loan,1410457,8.39,24
4030,1998,Personal Loan,710959,13.62,3
4031,1998,Home Loan,1817946,5.96,17
4032,1999,Business Loan,334730,9.73,18
4033,2000,Car Loan,301140,11.25,2
4034,2000,Car Loan,565978,8.12,27
4035,2000,Education Loan,665412,5.39,4
4036,2001,Home Loan,1509422,7.58,13
4037,2001,Home Loan,638603,8.4,14
4038,2002,Car Loan,207520,9.98,24
4039,2002,Car Loan,903270,5.23,10
4040,2002,Car Loan,437503,12.12,28
4041,2003,Business Loan,1307338,13.52,12
4042,2003,Personal Loan,249559,14.75,25
4043,2003,Car Loan,717548,13.88,6
4044,2004,Business Loan,1728500,5.79,2
4045,2005,Business Loan,1633015,10.41,28
4046,2005,Personal Loan,1752000,12.13,30
4047,2006,Business Loan,673286,14.06,22
4048,2006,Car Loan,260628,13.95,25
4049,2006,Personal Loan,704085,14.19,14
4050,2007,Car Loan,614234,12.41,5
4051,2007,Personal Loan,247792,14.49,19
4052,2007,Personal Loan,274036,13.91,2
4053,2008,Education Loan,1186581,6.07,6
4054,2008,Business Loan,1226901,13.95,8
4055,2009,Home Loan,438244,11.48,19
4056,2009,Personal Loan,1372965,13.12,16
4057,2010,Home Loan,405193,12.38,27
4058,2010,Business Loan,550352,14.9,1
4059,2010,Business Loan,1885160,7.73,26
4060,2011,Education Loan,1198324,7.38,14
4061,2012,Education Loan,453642,13.25,10
4062,2012,Car Loan,335654,9.05,19
4063,2012,Education Loan,1959973,10.78,9
4064,2013,Personal Loan,1532485,9.2,21
4065,2013,Business Loan,1093704,5.01,4
4066,2013,Education Loan,1288866,6.91,9
4067,2014,Business Loan,436626,13.14,19
4068,2015,Home Loan,327764,12.11,8
4069,2015,Home Loan,1612126,5.47,3
4070,2015,Education Loan,328841,14.65,9
4071,2016,Personal Loan,1417034,7.1,4
4072,2016,Personal Loan,916870,6.07,7
4073,2016,Education Loan,352794,6.47,21
4074,2017,Car Loan,912195,8.79,17
4075,2017,Car Loan,979901,11.63,28
4076,2018,Home Loan,866234,8.53,28
4077,2019,Home Loan,1077422,9.89,9
4078,2019,Education Loan,152620,7.52,14
4079,2019,Education Loan,382619,5.61,29
4080,2020,Education Loan,1149499,7.89,14
4081,2020,Personal Loan,1898233,7.87,10
4082,2020,Car Loan,421321,9.26,1
4083,2021,Personal Loan,1279947,9.54,10
4084,2021,Home Loan,992340,7.01,28
4085,2021,Car Loan,1810491,9.77,13
4086,2022,Education Loan,512559,9.38,5
4087,2023,Education Loan,856526,7.19,18
4088,2024,Home Loan,280318,7.68,12
4089,2024,Business Loan,584377,11.9,9
4090,2024,Business Loan,1726591,8.1,13
4091,2025,Business Loan,1905578,6.07,29
4092,2026,Home Loan,1639089,14.58,30
4093,2026,Business Loan,1844847,11.14,26
4094,2027,Education Loan,1157983,5.03,1
4095,2028,Business Loan,930229,10.68,1
4096,2028,Education Loan,455629,6.87,24
4097,2028,Car Loan,1561796,12.64,9
4098,2029,Business Loan,468312,11.29,22
4099,2029,Business Loan,1235343,10.64,4
4100,2030,Business Loan,461605,13.9,11
4101,2030,Personal Loan,1848929,8.36,16
4102,2031,Car Loan,1084211,7.28,18
4103,2031,Personal Loan,1496467,5.76,19
4104,2031,Home Loan,535080,9.11,2
4105,2032,Education Loan,1171935,14.96,3
4106,2032,Personal Loan,1478078,14.9,18
4107,2033,Home Loan,512908,12.38,7
4108,2033,Car Loan,253122,5.37,1
4109,2033,Business Loan,908024,6.2,9
4110,2034,Education Loan,1922972,7.09,11
4111,2034,Home Loan,1332983,6.19,26
4112,2034,Car Loan,1709055,10.98,24
4113,2035,Personal Loan,1048270,11.89,18
4114,2036,Personal Loan,1992441,13.42,27
4115,2036,Home Loan,1718750,9.12,11
4116,2036,Personal Loan,236038,10.04,8
4117,2037,Personal Loan,945705,11.96,30
4118,2037,Car Loan,1629842,9.52,23
4119,2038,Personal Loan,1365347,10.72,22
4120,2039,Home Loan,1774517,6.57,24
4121,2040,Home Loan,460739,13.27,7
4122,2040,Home Loan,668659,9.61,22
4123,2040,Education Loan,523170,11.19,2
4124,2041,Home Loan,818904,11.27,29
4125,2041,Car Loan,1800590,11.87,5
4126,2041,Personal Loan,1798227,14.01,16
4127,2042,Home Loan,835458,5.35,6
4128,2043,Personal Loan,227895,12.64,7
